,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
77677,66.0,66.0,41.0,52.0,74.0,55.0,42.0,37.0,25.0,39.0,59.0,49.0,34.0,40.0,50.0,53.0,62.0,46.0,47.0,60.0,82.0,42.0,72.0,72.0,25.0,42.0,62.0,70.0,64.0,63.0,12.0,15.0,10.0,13.0,7.0
77688,68.0,68.0,41.0,20.0,67.0,58.0,41.0,28.0,31.0,61.0,59.0,51.0,64.0,66.0,58.0,64.0,52.0,58.0,60.0,67.0,82.0,60.0,70.0,72.0,46.0,35.0,39.0,65.0,70.0,64.0,6.0,16.0,12.0,6.0,6.0
77713,57.0,62.0,52.0,25.0,44.0,38.0,29.0,58.0,30.0,32.0,34.0,38.0,63.0,63.0,59.0,51.0,51.0,23.0,60.0,61.0,73.0,31.0,59.0,54.0,47.0,34.0,36.0,58.0,65.0,61.0,8.0,6.0,16.0,8.0,14.0
77719,55.0,61.0,35.0,34.0,56.0,60.0,31.0,47.0,37.0,38.0,58.0,56.0,64.0,55.0,62.0,54.0,70.0,47.0,61.0,65.0,47.0,35.0,78.0,39.0,42.0,40.0,43.0,52.0,55.0,60.0,9.0,15.0,6.0,13.0,10.0
77725,70.0,70.0,11.0,13.0,14.0,23.0,15.0,11.0,13.0,18.0,24.0,22.0,30.0,30.0,48.0,77.0,46.0,12.0,65.0,42.0,59.0,13.0,19.0,21.0,15.0,45.0,15.0,15.0,12.0,13.0,71.0,66.0,60.0,67.0,77.0
77748,74.0,75.0,67.0,48.0,65.0,77.0,66.0,69.0,68.0,70.0,75.0,75.0,69.0,69.0,66.0,74.0,62.0,82.0,64.0,79.0,86.0,76.0,78.0,75.0,68.0,70.0,65.0,68.0,76.0,76.0,14.0,13.0,10.0,11.0,6.0
77773,62.0,70.0,53.0,63.0,58.0,58.0,58.0,62.0,48.0,31.0,47.0,65.0,69.0,65.0,73.0,61.0,61.0,62.0,51.0,58.0,72.0,59.0,41.0,25.0,59.0,48.0,59.0,25.0,25.0,25.0,13.0,11.0,10.0,8.0,10.0
77778,60.0,60.0,18.0,15.0,12.0,32.0,10.0,11.0,12.0,16.0,31.0,27.0,44.0,39.0,45.0,59.0,48.0,22.0,49.0,45.0,72.0,16.0,54.0,22.0,15.0,31.0,20.0,10.0,10.0,16.0,56.0,63.0,57.0,60.0,62.0
77792,59.0,64.0,61.0,35.0,43.0,55.0,32.0,58.0,64.0,72.0,55.0,49.0,67.0,62.0,60.0,59.0,83.0,46.0,58.0,74.0,59.0,56.0,64.0,56.0,43.0,57.0,43.0,57.0,63.0,61.0,9.0,10.0,7.0,11.0,12.0
77798,66.0,66.0,60.0,62.0,58.0,70.0,65.0,51.0,60.0,69.0,67.0,77.0,67.0,65.0,64.0,67.0,69.0,70.0,69.0,67.0,62.0,63.0,62.0,57.0,62.0,74.0,63.0,60.0,64.0,60.0,15.0,9.0,14.0,8.0,9.0
77808,50.0,58.0,28.0,54.0,50.0,49.0,41.0,55.0,42.0,29.0,34.0,48.0,68.0,67.0,50.0,51.0,72.0,45.0,60.0,58.0,45.0,47.0,28.0,25.0,42.0,45.0,42.0,25.0,25.0,20.0,14.0,6.0,10.0,9.0,11.0
77813,65.0,68.0,75.0,51.0,62.0,60.0,44.0,65.0,66.0,40.0,53.0,61.0,75.0,68.0,63.0,61.0,67.0,51.0,57.0,73.0,62.0,45.0,68.0,62.0,57.0,55.0,44.0,55.0,63.0,65.0,14.0,8.0,10.0,13.0,11.0
77831,73.0,84.0,60.0,42.0,69.0,69.0,35.0,63.0,35.0,29.0,53.0,69.0,79.0,78.0,62.0,61.0,59.0,51.0,76.0,69.0,79.0,36.0,63.0,73.0,36.0,46.0,37.0,74.0,77.0,74.0,7.0,10.0,15.0,15.0,15.0
77851,61.0,61.0,49.0,62.0,65.0,61.0,61.0,62.0,55.0,60.0,57.0,64.0,50.0,61.0,58.0,61.0,56.0,60.0,65.0,49.0,72.0,56.0,54.0,32.0,65.0,62.0,64.0,41.0,51.0,38.0,5.0,9.0,8.0,7.0,8.0
77862,59.0,68.0,50.0,48.0,39.0,71.0,56.0,64.0,54.0,40.0,63.0,64.0,76.0,71.0,90.0,50.0,92.0,57.0,81.0,70.0,56.0,51.0,45.0,29.0,53.0,67.0,45.0,42.0,47.0,48.0,15.0,8.0,8.0,13.0,9.0
77876,60.0,60.0,64.0,64.0,22.0,65.0,63.0,63.0,70.0,69.0,66.0,62.0,50.0,50.0,57.0,55.0,55.0,65.0,60.0,50.0,55.0,66.0,60.0,51.0,59.0,70.0,67.0,31.0,34.0,49.0,6.0,12.0,15.0,11.0,13.0
77888,66.0,71.0,70.0,37.0,55.0,69.0,53.0,64.0,42.0,68.0,67.0,72.0,65.0,65.0,59.0,68.0,66.0,72.0,56.0,79.0,63.0,61.0,73.0,69.0,51.0,62.0,55.0,69.0,67.0,63.0,7.0,7.0,16.0,12.0,9.0
77904,62.0,70.0,60.0,44.0,63.0,61.0,25.0,62.0,51.0,28.0,53.0,61.0,76.0,74.0,55.0,55.0,58.0,60.0,80.0,78.0,78.0,39.0,72.0,56.0,44.0,48.0,53.0,57.0,61.0,57.0,7.0,5.0,6.0,10.0,6.0
77917,63.0,63.0,58.0,60.0,54.0,60.0,61.0,66.0,56.0,53.0,52.0,65.0,69.0,69.0,71.0,65.0,60.0,62.0,50.0,60.0,69.0,51.0,37.0,26.0,65.0,61.0,64.0,25.0,33.0,25.0,6.0,5.0,10.0,11.0,13.0
77923,75.0,75.0,84.0,74.0,41.0,75.0,71.0,80.0,71.0,77.0,71.0,76.0,77.0,76.0,76.0,72.0,79.0,77.0,73.0,70.0,68.0,75.0,62.0,32.0,74.0,74.0,73.0,26.0,46.0,38.0,13.0,13.0,14.0,16.0,12.0
77957,68.0,68.0,56.0,70.0,75.0,63.0,68.0,62.0,64.0,46.0,51.0,68.0,52.0,53.0,50.0,67.0,48.0,74.0,50.0,49.0,87.0,63.0,86.0,45.0,68.0,60.0,65.0,35.0,38.0,32.0,8.0,15.0,12.0,15.0,5.0
77973,62.0,62.0,50.0,63.0,64.0,57.0,61.0,61.0,51.0,46.0,28.0,67.0,32.0,34.0,72.0,64.0,77.0,70.0,51.0,56.0,85.0,60.0,60.0,44.0,64.0,57.0,70.0,25.0,21.0,20.0,11.0,12.0,15.0,9.0,15.0
77991,75.0,75.0,42.0,32.0,77.0,68.0,37.0,58.0,42.0,21.0,65.0,61.0,67.0,67.0,56.0,70.0,49.0,61.0,76.0,76.0,83.0,34.0,72.0,74.0,50.0,45.0,31.0,75.0,78.0,76.0,8.0,9.0,7.0,8.0,6.0
78015,62.0,64.0,65.0,11.0,61.0,59.0,11.0,38.0,52.0,12.0,62.0,60.0,52.0,72.0,70.0,60.0,64.0,33.0,71.0,63.0,64.0,11.0,61.0,65.0,55.0,46.0,12.0,53.0,65.0,62.0,10.0,14.0,11.0,11.0,14.0
78025,81.0,82.0,17.0,10.0,12.0,47.0,19.0,12.0,10.0,10.0,33.0,32.0,54.0,50.0,48.0,79.0,50.0,35.0,71.0,40.0,67.0,15.0,25.0,25.0,11.0,60.0,21.0,18.0,12.0,11.0,80.0,84.0,74.0,81.0,78.0
78055,56.0,69.0,57.0,53.0,35.0,52.0,46.0,62.0,45.0,42.0,51.0,60.0,75.0,77.0,74.0,38.0,74.0,50.0,62.0,58.0,46.0,52.0,35.0,24.0,42.0,41.0,44.0,31.0,22.0,29.0,12.0,7.0,8.0,13.0,14.0
78061,62.0,71.0,60.0,39.0,56.0,63.0,32.0,63.0,70.0,42.0,67.0,61.0,74.0,72.0,73.0,63.0,55.0,38.0,61.0,64.0,61.0,43.0,39.0,54.0,49.0,41.0,51.0,32.0,29.0,31.0,15.0,14.0,15.0,6.0,9.0
78065,78.0,78.0,79.0,53.0,66.0,80.0,38.0,69.0,67.0,59.0,65.0,78.0,83.0,85.0,82.0,72.0,83.0,75.0,84.0,84.0,67.0,62.0,81.0,77.0,62.0,57.0,56.0,76.0,76.0,78.0,10.0,11.0,16.0,10.0,14.0
78090,74.0,78.0,15.0,11.0,16.0,32.0,22.0,13.0,25.0,13.0,32.0,12.0,43.0,33.0,37.0,67.0,54.0,22.0,70.0,43.0,64.0,22.0,21.0,25.0,16.0,43.0,25.0,11.0,12.0,11.0,78.0,73.0,69.0,69.0,79.0
78101,66.0,66.0,39.0,34.0,62.0,56.0,31.0,44.0,38.0,34.0,52.0,40.0,44.0,54.0,35.0,55.0,51.0,53.0,73.0,53.0,84.0,44.0,77.0,72.0,19.0,52.0,29.0,66.0,66.0,62.0,15.0,11.0,7.0,7.0,5.0
78111,75.0,75.0,45.0,56.0,70.0,84.0,49.0,63.0,75.0,81.0,80.0,76.0,54.0,52.0,60.0,72.0,55.0,79.0,56.0,73.0,79.0,75.0,63.0,70.0,69.0,82.0,63.0,59.0,69.0,67.0,5.0,4.0,5.0,5.0,4.0
78122,59.0,65.0,62.0,25.0,41.0,51.0,41.0,54.0,31.0,31.0,44.0,57.0,70.0,70.0,59.0,57.0,67.0,49.0,72.0,64.0,57.0,37.0,66.0,59.0,47.0,32.0,31.0,64.0,63.0,59.0,13.0,15.0,14.0,13.0,8.0
78129,72.0,72.0,49.0,34.0,66.0,77.0,33.0,46.0,43.0,40.0,72.0,67.0,66.0,62.0,62.0,59.0,55.0,52.0,57.0,77.0,74.0,44.0,77.0,76.0,39.0,65.0,44.0,71.0,75.0,69.0,11.0,10.0,16.0,8.0,12.0
78147,63.0,66.0,52.0,56.0,49.0,67.0,43.0,68.0,71.0,52.0,54.0,65.0,69.0,68.0,76.0,60.0,79.0,46.0,63.0,48.0,52.0,61.0,32.0,45.0,64.0,58.0,45.0,21.0,40.0,39.0,6.0,14.0,5.0,5.0,14.0
78164,80.0,80.0,61.0,54.0,60.0,77.0,53.0,62.0,70.0,62.0,75.0,74.0,68.0,63.0,67.0,84.0,60.0,72.0,70.0,86.0,77.0,64.0,85.0,85.0,59.0,69.0,60.0,75.0,84.0,82.0,7.0,13.0,14.0,10.0,14.0
78189,80.0,80.0,69.0,60.0,86.0,82.0,59.0,66.0,68.0,63.0,76.0,74.0,61.0,65.0,62.0,79.0,55.0,82.0,90.0,77.0,89.0,74.0,89.0,85.0,63.0,73.0,61.0,77.0,79.0,74.0,14.0,6.0,8.0,14.0,16.0
78209,74.0,74.0,51.0,78.0,75.0,65.0,72.0,68.0,54.0,50.0,57.0,73.0,72.0,74.0,72.0,73.0,65.0,75.0,84.0,71.0,70.0,71.0,59.0,34.0,77.0,58.0,62.0,35.0,36.0,46.0,14.0,10.0,9.0,12.0,14.0
78236,67.0,67.0,58.0,47.0,42.0,71.0,35.0,63.0,61.0,60.0,68.0,67.0,68.0,69.0,71.0,66.0,61.0,56.0,56.0,71.0,68.0,55.0,66.0,71.0,56.0,70.0,51.0,57.0,62.0,58.0,11.0,14.0,14.0,14.0,14.0
78252,71.0,71.0,81.0,63.0,51.0,74.0,57.0,72.0,77.0,83.0,80.0,77.0,68.0,60.0,71.0,65.0,79.0,73.0,48.0,58.0,58.0,78.0,47.0,40.0,71.0,73.0,68.0,31.0,44.0,28.0,12.0,9.0,14.0,11.0,8.0
78268,76.0,76.0,74.0,55.0,62.0,76.0,49.0,71.0,67.0,52.0,61.0,77.0,72.0,77.0,68.0,80.0,72.0,57.0,73.0,77.0,69.0,43.0,78.0,75.0,61.0,68.0,56.0,71.0,75.0,85.0,10.0,8.0,7.0,12.0,16.0
78287,62.0,72.0,61.0,46.0,42.0,52.0,57.0,64.0,62.0,66.0,50.0,63.0,75.0,73.0,72.0,64.0,63.0,68.0,62.0,57.0,55.0,57.0,41.0,34.0,55.0,52.0,59.0,31.0,22.0,18.0,6.0,14.0,6.0,10.0,13.0
78291,74.0,74.0,67.0,66.0,49.0,84.0,63.0,69.0,79.0,75.0,86.0,78.0,62.0,54.0,69.0,73.0,76.0,84.0,56.0,58.0,67.0,76.0,70.0,71.0,60.0,81.0,72.0,65.0,69.0,67.0,13.0,10.0,6.0,10.0,9.0
78312,75.0,75.0,25.0,15.0,15.0,32.0,22.0,14.0,25.0,15.0,23.0,14.0,51.0,65.0,64.0,69.0,67.0,23.0,82.0,43.0,63.0,22.0,32.0,23.0,19.0,31.0,23.0,13.0,11.0,12.0,79.0,70.0,73.0,72.0,82.0
78333,75.0,77.0,71.0,62.0,47.0,74.0,51.0,80.0,72.0,63.0,64.0,74.0,92.0,92.0,91.0,65.0,92.0,70.0,76.0,75.0,33.0,64.0,59.0,34.0,75.0,70.0,67.0,22.0,40.0,36.0,16.0,15.0,7.0,9.0,7.0
78352,69.0,69.0,72.0,68.0,60.0,67.0,56.0,72.0,68.0,62.0,65.0,71.0,77.0,78.0,75.0,69.0,70.0,73.0,72.0,69.0,71.0,65.0,52.0,53.0,68.0,66.0,70.0,50.0,52.0,48.0,8.0,7.0,8.0,13.0,8.0
78377,68.0,68.0,52.0,48.0,67.0,71.0,46.0,56.0,71.0,68.0,73.0,67.0,64.0,64.0,58.0,60.0,58.0,84.0,72.0,64.0,74.0,74.0,78.0,71.0,49.0,60.0,76.0,62.0,70.0,60.0,13.0,10.0,14.0,8.0,5.0
78395,68.0,68.0,69.0,60.0,59.0,68.0,57.0,73.0,74.0,70.0,66.0,71.0,66.0,64.0,67.0,71.0,71.0,72.0,53.0,49.0,63.0,65.0,67.0,51.0,72.0,69.0,58.0,64.0,65.0,61.0,10.0,8.0,13.0,13.0,14.0
78403,71.0,71.0,67.0,63.0,49.0,72.0,59.0,77.0,68.0,62.0,64.0,76.0,73.0,75.0,76.0,75.0,79.0,77.0,70.0,63.0,61.0,64.0,58.0,43.0,73.0,64.0,59.0,39.0,32.0,41.0,12.0,18.0,1.0,15.0,12.0
78415,70.0,70.0,66.0,73.0,40.0,60.0,72.0,72.0,80.0,69.0,52.0,76.0,74.0,75.0,78.0,72.0,78.0,68.0,66.0,63.0,65.0,73.0,75.0,27.0,81.0,74.0,70.0,24.0,28.0,21.0,6.0,15.0,8.0,8.0,12.0
78425,68.0,72.0,42.0,27.0,73.0,59.0,33.0,39.0,31.0,34.0,46.0,52.0,52.0,54.0,50.0,65.0,57.0,55.0,60.0,68.0,81.0,28.0,75.0,70.0,25.0,53.0,54.0,66.0,67.0,65.0,11.0,14.0,13.0,14.0,10.0
78437,64.0,64.0,72.0,56.0,72.0,62.0,51.0,63.0,72.0,51.0,66.0,65.0,57.0,62.0,65.0,70.0,73.0,58.0,92.0,48.0,62.0,62.0,55.0,48.0,72.0,67.0,63.0,31.0,41.0,29.0,11.0,14.0,13.0,15.0,11.0
78463,73.0,75.0,64.0,73.0,54.0,80.0,59.0,70.0,49.0,59.0,76.0,71.0,67.0,68.0,53.0,84.0,59.0,71.0,64.0,87.0,68.0,68.0,82.0,67.0,81.0,68.0,54.0,49.0,65.0,58.0,10.0,15.0,9.0,9.0,14.0
78472,72.0,78.0,61.0,70.0,50.0,79.0,55.0,83.0,72.0,60.0,73.0,80.0,72.0,66.0,74.0,68.0,81.0,57.0,53.0,59.0,54.0,67.0,49.0,60.0,62.0,74.0,65.0,51.0,58.0,48.0,13.0,11.0,11.0,14.0,8.0
78497,61.0,68.0,54.0,49.0,44.0,58.0,50.0,70.0,62.0,52.0,57.0,71.0,68.0,66.0,73.0,52.0,72.0,48.0,61.0,57.0,49.0,52.0,36.0,32.0,54.0,53.0,63.0,36.0,43.0,37.0,13.0,14.0,11.0,13.0,12.0
78505,67.0,67.0,66.0,34.0,58.0,57.0,31.0,49.0,62.0,47.0,55.0,58.0,71.0,72.0,67.0,58.0,75.0,61.0,84.0,76.0,71.0,40.0,69.0,66.0,44.0,46.0,52.0,68.0,75.0,77.0,16.0,6.0,13.0,14.0,16.0
78531,72.0,72.0,76.0,48.0,69.0,76.0,50.0,67.0,73.0,79.0,66.0,70.0,72.0,58.0,65.0,68.0,70.0,72.0,63.0,69.0,70.0,66.0,71.0,70.0,63.0,57.0,60.0,74.0,76.0,77.0,9.0,13.0,9.0,12.0,9.0
78555,82.0,82.0,62.0,89.0,82.0,69.0,79.0,75.0,67.0,52.0,55.0,79.0,87.0,85.0,79.0,81.0,84.0,75.0,85.0,75.0,58.0,69.0,59.0,26.0,88.0,72.0,80.0,22.0,29.0,25.0,14.0,12.0,9.0,12.0,11.0
78580,69.0,69.0,14.0,12.0,17.0,23.0,13.0,14.0,10.0,11.0,27.0,19.0,54.0,52.0,63.0,64.0,51.0,23.0,83.0,34.0,53.0,11.0,28.0,25.0,13.0,35.0,20.0,14.0,14.0,15.0,81.0,63.0,61.0,60.0,75.0
78595,72.0,82.0,79.0,32.0,58.0,70.0,37.0,70.0,75.0,51.0,60.0,73.0,84.0,78.0,74.0,65.0,64.0,59.0,68.0,74.0,67.0,44.0,68.0,66.0,67.0,39.0,46.0,68.0,78.0,72.0,14.0,7.0,14.0,12.0,13.0
78610,84.0,85.0,60.0,55.0,86.0,77.0,61.0,63.0,61.0,45.0,76.0,71.0,49.0,54.0,54.0,82.0,58.0,78.0,70.0,62.0,85.0,63.0,88.0,85.0,57.0,76.0,52.0,81.0,86.0,87.0,5.0,12.0,9.0,11.0,8.0
78640,83.0,83.0,63.0,42.0,68.0,79.0,59.0,58.0,63.0,50.0,75.0,82.0,69.0,67.0,72.0,83.0,79.0,76.0,75.0,89.0,74.0,59.0,89.0,92.0,51.0,68.0,64.0,84.0,87.0,85.0,6.0,10.0,8.0,5.0,5.0
78666,69.0,70.0,64.0,54.0,43.0,79.0,56.0,68.0,76.0,72.0,74.0,75.0,65.0,56.0,69.0,70.0,77.0,69.0,56.0,33.0,59.0,71.0,72.0,57.0,63.0,76.0,67.0,54.0,61.0,58.0,7.0,13.0,14.0,11.0,14.0
78687,64.0,72.0,68.0,29.0,59.0,61.0,31.0,45.0,52.0,56.0,58.0,62.0,55.0,72.0,49.0,59.0,44.0,50.0,54.0,66.0,72.0,33.0,58.0,64.0,47.0,44.0,40.0,66.0,67.0,63.0,14.0,15.0,12.0,9.0,16.0
78694,65.0,65.0,54.0,30.0,58.0,67.0,29.0,49.0,43.0,59.0,45.0,63.0,65.0,67.0,58.0,62.0,78.0,70.0,56.0,64.0,78.0,46.0,80.0,66.0,42.0,47.0,45.0,67.0,73.0,64.0,15.0,16.0,13.0,16.0,11.0
78711,84.0,85.0,78.0,75.0,63.0,87.0,78.0,89.0,83.0,69.0,83.0,87.0,72.0,75.0,85.0,84.0,58.0,78.0,49.0,75.0,68.0,78.0,65.0,69.0,81.0,88.0,75.0,49.0,59.0,51.0,14.0,9.0,6.0,10.0,12.0
78730,74.0,74.0,72.0,38.0,65.0,71.0,46.0,62.0,65.0,55.0,66.0,74.0,65.0,67.0,66.0,77.0,71.0,72.0,82.0,69.0,73.0,64.0,79.0,73.0,55.0,54.0,38.0,74.0,75.0,76.0,8.0,12.0,11.0,7.0,11.0
78761,67.0,67.0,50.0,73.0,56.0,58.0,59.0,60.0,66.0,50.0,42.0,66.0,62.0,63.0,70.0,75.0,72.0,71.0,56.0,57.0,59.0,64.0,41.0,25.0,72.0,56.0,76.0,22.0,25.0,25.0,13.0,5.0,14.0,9.0,7.0
78775,68.0,70.0,57.0,53.0,41.0,74.0,49.0,59.0,71.0,67.0,71.0,68.0,74.0,72.0,81.0,62.0,86.0,78.0,65.0,80.0,66.0,73.0,59.0,60.0,66.0,71.0,58.0,55.0,66.0,57.0,16.0,16.0,10.0,6.0,8.0
78799,75.0,75.0,65.0,67.0,55.0,72.0,77.0,79.0,79.0,59.0,54.0,85.0,75.0,69.0,82.0,69.0,90.0,57.0,64.0,54.0,37.0,64.0,45.0,24.0,79.0,79.0,75.0,23.0,25.0,21.0,16.0,9.0,16.0,8.0,6.0
78823,64.0,64.0,70.0,34.0,56.0,66.0,46.0,60.0,66.0,58.0,63.0,65.0,64.0,45.0,57.0,81.0,59.0,57.0,56.0,33.0,62.0,40.0,72.0,70.0,48.0,64.0,56.0,65.0,68.0,66.0,13.0,11.0,5.0,12.0,14.0
78837,75.0,75.0,75.0,40.0,46.0,84.0,60.0,80.0,60.0,50.0,76.0,85.0,55.0,69.0,55.0,80.0,90.0,71.0,49.0,55.0,77.0,30.0,59.0,81.0,64.0,69.0,69.0,60.0,75.0,69.0,7.0,7.0,9.0,9.0,9.0
78864,64.0,68.0,56.0,36.0,60.0,63.0,54.0,51.0,42.0,57.0,64.0,61.0,60.0,59.0,54.0,62.0,75.0,75.0,64.0,71.0,78.0,58.0,66.0,61.0,54.0,64.0,71.0,62.0,67.0,63.0,15.0,10.0,5.0,11.0,13.0
78872,70.0,70.0,60.0,72.0,72.0,67.0,71.0,68.0,60.0,72.0,71.0,71.0,64.0,68.0,58.0,74.0,60.0,79.0,69.0,66.0,81.0,65.0,66.0,21.0,60.0,60.0,75.0,16.0,20.0,21.0,15.0,9.0,14.0,10.0,15.0
78884,76.0,78.0,70.0,79.0,76.0,76.0,74.0,79.0,69.0,29.0,66.0,75.0,79.0,84.0,79.0,77.0,65.0,75.0,81.0,85.0,71.0,74.0,41.0,44.0,80.0,69.0,71.0,16.0,28.0,21.0,12.0,12.0,16.0,14.0,9.0
78923,67.0,68.0,52.0,67.0,62.0,57.0,67.0,68.0,54.0,45.0,33.0,68.0,80.0,78.0,78.0,57.0,71.0,68.0,59.0,70.0,74.0,60.0,61.0,25.0,69.0,58.0,70.0,25.0,25.0,21.0,10.0,11.0,8.0,14.0,6.0
78943,68.0,68.0,58.0,59.0,65.0,66.0,44.0,65.0,65.0,66.0,65.0,72.0,73.0,68.0,74.0,69.0,91.0,70.0,90.0,85.0,61.0,68.0,87.0,72.0,58.0,67.0,55.0,70.0,72.0,73.0,6.0,14.0,8.0,12.0,11.0
78966,63.0,63.0,62.0,53.0,60.0,64.0,53.0,60.0,58.0,59.0,57.0,62.0,68.0,65.0,76.0,70.0,91.0,55.0,92.0,75.0,61.0,54.0,71.0,66.0,59.0,60.0,53.0,59.0,63.0,59.0,12.0,8.0,12.0,11.0,9.0
78997,58.0,72.0,55.0,56.0,55.0,58.0,44.0,60.0,48.0,38.0,40.0,58.0,67.0,74.0,55.0,57.0,48.0,65.0,72.0,48.0,84.0,44.0,33.0,20.0,55.0,47.0,40.0,18.0,21.0,20.0,11.0,11.0,10.0,9.0,5.0
79001,66.0,72.0,34.0,66.0,60.0,46.0,54.0,71.0,47.0,46.0,29.0,72.0,76.0,73.0,75.0,66.0,68.0,67.0,72.0,59.0,69.0,56.0,31.0,19.0,67.0,45.0,62.0,18.0,13.0,12.0,14.0,10.0,10.0,11.0,10.0
79007,58.0,70.0,56.0,52.0,38.0,54.0,57.0,68.0,63.0,53.0,52.0,63.0,67.0,65.0,74.0,58.0,79.0,56.0,73.0,56.0,49.0,52.0,38.0,38.0,43.0,62.0,58.0,27.0,32.0,35.0,6.0,15.0,10.0,6.0,14.0
79012,65.0,65.0,64.0,38.0,46.0,60.0,51.0,60.0,60.0,60.0,62.0,65.0,72.0,71.0,70.0,65.0,75.0,65.0,60.0,70.0,59.0,63.0,64.0,57.0,55.0,52.0,59.0,68.0,68.0,69.0,12.0,12.0,12.0,6.0,8.0
79029,65.0,67.0,64.0,52.0,45.0,65.0,63.0,65.0,66.0,63.0,62.0,69.0,77.0,74.0,78.0,68.0,80.0,70.0,49.0,59.0,55.0,70.0,61.0,50.0,62.0,63.0,65.0,38.0,45.0,40.0,14.0,8.0,13.0,8.0,8.0
79058,73.0,73.0,76.0,67.0,64.0,70.0,52.0,73.0,71.0,70.0,62.0,74.0,84.0,77.0,88.0,70.0,76.0,67.0,63.0,79.0,83.0,65.0,79.0,65.0,70.0,68.0,68.0,73.0,73.0,72.0,12.0,12.0,12.0,6.0,13.0
79085,66.0,66.0,70.0,54.0,62.0,71.0,39.0,54.0,59.0,72.0,64.0,65.0,64.0,55.0,60.0,68.0,60.0,68.0,62.0,68.0,72.0,59.0,82.0,65.0,56.0,49.0,58.0,66.0,67.0,69.0,9.0,14.0,6.0,10.0,10.0
79107,60.0,69.0,18.0,20.0,12.0,28.0,15.0,16.0,20.0,17.0,27.0,21.0,45.0,48.0,36.0,57.0,35.0,19.0,53.0,27.0,55.0,21.0,20.0,25.0,18.0,35.0,27.0,17.0,19.0,16.0,64.0,58.0,57.0,55.0,64.0
79115,68.0,75.0,67.0,72.0,54.0,70.0,59.0,77.0,60.0,49.0,61.0,74.0,85.0,81.0,89.0,65.0,86.0,75.0,52.0,60.0,56.0,68.0,63.0,33.0,59.0,60.0,53.0,21.0,30.0,26.0,13.0,6.0,7.0,10.0,12.0
79133,63.0,65.0,9.0,11.0,14.0,33.0,13.0,7.0,12.0,16.0,33.0,23.0,34.0,43.0,53.0,61.0,63.0,36.0,66.0,56.0,55.0,10.0,52.0,11.0,8.0,12.0,11.0,14.0,12.0,18.0,64.0,69.0,53.0,59.0,63.0
79141,72.0,72.0,56.0,52.0,72.0,78.0,60.0,64.0,63.0,42.0,74.0,75.0,64.0,66.0,61.0,75.0,81.0,62.0,85.0,74.0,66.0,56.0,65.0,77.0,73.0,78.0,51.0,67.0,62.0,64.0,16.0,8.0,8.0,6.0,16.0
79163,76.0,82.0,68.0,52.0,60.0,79.0,47.0,74.0,69.0,73.0,75.0,75.0,77.0,76.0,74.0,74.0,91.0,78.0,88.0,85.0,59.0,72.0,72.0,75.0,71.0,81.0,41.0,74.0,68.0,66.0,14.0,13.0,9.0,10.0,12.0
79186,65.0,65.0,50.0,68.0,64.0,53.0,59.0,60.0,58.0,56.0,53.0,59.0,68.0,76.0,74.0,64.0,60.0,71.0,76.0,71.0,81.0,56.0,79.0,23.0,64.0,48.0,64.0,12.0,14.0,19.0,8.0,8.0,11.0,8.0,14.0
79195,77.0,77.0,49.0,35.0,77.0,64.0,58.0,39.0,52.0,21.0,68.0,66.0,57.0,60.0,60.0,77.0,58.0,64.0,79.0,65.0,86.0,47.0,82.0,78.0,55.0,56.0,30.0,76.0,78.0,72.0,5.0,7.0,15.0,14.0,6.0
79207,74.0,76.0,36.0,20.0,71.0,65.0,30.0,56.0,24.0,19.0,59.0,61.0,72.0,72.0,52.0,71.0,54.0,44.0,77.0,70.0,83.0,38.0,80.0,73.0,35.0,48.0,45.0,74.0,76.0,74.0,15.0,13.0,15.0,13.0,8.0
79229,65.0,65.0,43.0,32.0,65.0,62.0,48.0,52.0,43.0,60.0,61.0,63.0,65.0,66.0,63.0,64.0,61.0,59.0,61.0,74.0,74.0,63.0,74.0,71.0,52.0,67.0,58.0,58.0,61.0,60.0,12.0,13.0,14.0,13.0,9.0
79248,64.0,72.0,52.0,18.0,60.0,58.0,32.0,45.0,49.0,23.0,55.0,54.0,76.0,85.0,60.0,55.0,51.0,50.0,84.0,75.0,70.0,26.0,57.0,64.0,29.0,28.0,36.0,67.0,65.0,62.0,12.0,14.0,14.0,14.0,9.0
79262,73.0,79.0,72.0,74.0,68.0,73.0,68.0,76.0,73.0,74.0,55.0,74.0,77.0,81.0,78.0,70.0,66.0,76.0,65.0,65.0,68.0,70.0,69.0,34.0,72.0,68.0,65.0,23.0,21.0,23.0,13.0,9.0,15.0,11.0,11.0
79282,61.0,65.0,41.0,25.0,64.0,54.0,31.0,56.0,49.0,38.0,53.0,55.0,64.0,65.0,66.0,66.0,72.0,46.0,74.0,68.0,56.0,38.0,72.0,64.0,30.0,48.0,40.0,63.0,63.0,59.0,11.0,5.0,14.0,7.0,11.0
